,address,lat,long,PIN,date,description,tokenized_final,cost,value,year
515041,1415 DECATUR ST,39.270272,-76.594541,2019A054,12/21/2005,install (2) gas fired a/c units.  (ductwork is existing and inspected)  install (4) water closets  (4) lavatories  (2) tub/showers  (1) shower  (1) kitchen sink  (1) dishwasher  (1) laundry tray  (1) wash machine.  sewage ejector.  total plumbing fixtures=15.  reconstruct water & waste.  run gas to (2) gas furnaces.,"['install', 'gas', 'fired', 'a/c', 'units', 'ductwork', 'existing', 'inspected', 'install', 'water', 'closets', 'lavatories', 'tub/showers', 'shower', 'kitchen', 'sink', 'dishwasher', 'laundry', 'tray', 'wash', 'machine', 'sewage', 'ejector', 'total', 'plumbing', 'fixtures=15', 'reconstruct', 'water', 'waste', 'run', 'gas', 'gas', 'furnaces']",5000.0,287600.0,2005
514083,7204 WALLIS AVE,39.369353,-76.706201,4215005A,12/02/2005,install plumbing for 3.5 bath  one kitchen  one  laundry roominstall 66 gal water heater and sewage ejector,"['install', 'plumbing', '3.5', 'bath', 'one', 'kitchen', 'one', 'laundry', 'roominstall', 'gal', 'water', 'heater', 'sewage', 'ejector']",12000.0,403300.0,2005
490082,19 N ROSE ST,39.292676,-76.581192,1726085,04/15/2005,reoncstruct plumbing from existing water  sewage to 1 full bathroom  1 powder room  with ground work  grinder pump  also kitchen  disposal  dishwasher & laundry.  gas to 75 000 btu furance  36 000 btu stove. sump pump & drain tile.,"['reoncstruct', 'plumbing', 'existing', 'water', 'sewage', 'full', 'bathroom', 'powder', 'room', 'ground', 'grinder', 'pump', 'also', 'kitchen', 'disposal', 'dishwasher', 'laundry', 'gas', 'btu', 'furance', 'btu', 'stove', 'sump', 'pump', 'drain', 'tile']",4900.0,171533.0,2005
491137,414 S DURHAM ST,39.286338,-76.590765,1772066,04/15/2005,reoncstruct plumbing from existing water  sewage to 1/2 bahtroom in same location also laundry box  kitchen disposal  dishwasher  and full bathroom on 2nd flr.  run new gas from meter to 1 gas furnace  75 000 btu  furnace on 2nd flr.,"['reoncstruct', 'plumbing', 'existing', 'water', 'sewage', '1/2', 'bahtroom', 'location', 'also', 'laundry', 'box', 'kitchen', 'disposal', 'dishwasher', 'full', 'bathroom', '2nd', 'flr', 'run', 'gas', 'meter', 'gas', 'furnace', 'btu', 'furnace', '2nd', 'flr']",3900.0,182400.0,2005
498828,113 N BRADFORD ST,39.293625,-76.584103,1707098,06/29/2005,installation of complete plumbing system. install 1 1/2 bath and kitchen  laundry  one sewage system pit for rough in powder room in basement. gas line for heating  system and dryer and stove.,"['installation', 'complete', 'plumbing', 'system', 'install', '1/2', 'bath', 'kitchen', 'laundry', 'one', 'sewage', 'system', 'pit', 'rough', 'powder', 'room', 'basement', 'gas', 'line', 'heating', 'system', 'dryer', 'stove']",0.0,187667.0,2005
498635,109 N BRADFORD ST,39.293563,-76.584099,1707096,06/29/2005,complete plumbing new sewage and lines inside house 1 1/2 baths  kitchen  laundry gas for furnace  stove and dryer.,"['complete', 'plumbing', 'sewage', 'lines', 'inside', 'house', '1/2', 'baths', 'kitchen', 'laundry', 'gas', 'furnace', 'stove', 'dryer']",2700.0,191800.0,2005
498530,1313 RICHARDSON ST,39.270406,-76.590482,2005079,07/08/2005,install these (16) plumbing fixtures. also drains  vents  soil drains to all outlets. also water h&c to all fixtures to code. sewage and water outside.install gas to furnace h/w heater  stove and dryer.,"['install', 'plumbing', 'fixtures', 'also', 'drains', 'vents', 'soil', 'drains', 'outlets', 'also', 'water', 'h', 'c', 'fixtures', 'sewage', 'water', 'outside.install', 'gas', 'furnace', 'h/w', 'heater', 'stove', 'dryer']",5000.0,257200.0,2005
497524,2005 E PRATT ST,39.289456,-76.588698,1756003,06/27/2005,to existing water & sewage  make all connections  to existing - extending into new bathroom  install sewer sink & toilet in to new location.,"['existing', 'water', 'sewage', 'make', 'connections', 'existing', 'extending', 'bathroom', 'install', 'sewer', 'sink', 'toilet', 'location']",0.0,421000.0,2005
494893,2344 EDMONDSON AVE,39.29479,-76.654411,2348023,05/27/2005,add sewage ejector pit   in reference to com# com2005-12619.,"['add', 'sewage', 'ejector', 'pit', 'reference', 'com', 'com2005-12619']",150.0,27700.0,2005
494603,1814 W FRANKLIN ST,39.293861,-76.646464,0120069,05/27/2005,add sewage ejector pit   in reference to com# com2005-13443,"['add', 'sewage', 'ejector', 'pit', 'reference', 'com', 'com2005-13443']",150.0,29000.0,2005
494299,906 S CLINTON ST,39.28222,-76.569686,6460026,05/31/2005,proposing to digout a section of the basement that is 8'wide x 16' deep. will be stariting 3' back from the front wall and 3' back from the south wall (908 s. clinton). will be flush to the northwall 904 s. clinton  the wall adjacent to 904 s. clinton has been underpinned by 904 s. clinton less tahn 2 yrs ago and all work was don w/permits. the existing slab at 906 s. clinton is to be lowered by 1: plubinging to add 1/2 bathroom in this area and plumber to install sewage injectro pit and sumpit w/draintile.,"['proposing', 'digout', 'section', 'basement', ""8'wide"", 'x', 'deep', 'stariting', 'back', 'front', 'wall', 'back', 'south', 'wall', 's.', 'clinton', 'flush', 'northwall', 's.', 'clinton', 'wall', 'adjacent', 's.', 'clinton', 'underpinned', 's.', 'clinton', 'less', 'tahn', 'yrs', 'ago', 'w/permits', 'existing', 'slab', 's.', 'clinton', 'lowered', 'plubinging', 'add', '1/2', 'bathroom', 'area', 'plumber', 'install', 'sewage', 'injectro', 'pit', 'sumpit', 'w/draintile']",4000.0,388933.0,2005
492159,725 S POTOMAC ST,39.28375,-76.574202,1843B129,05/06/2005,install 14 plumbing fixtures  reconstruct water & waste  new drains  vent domestic he/c  water lines  install sewage ejection pump  install stove  furance  gas dryer w/hot water heater  partically remove existing basement concrete floor  install driain file & sump pump  repoint concrete floor. 260 sq ft.,"['install', 'plumbing', 'fixtures', 'reconstruct', 'water', 'waste', 'drains', 'vent', 'domestic', 'he/c', 'water', 'lines', 'install', 'sewage', 'ejection', 'pump', 'install', 'stove', 'furance', 'gas', 'dryer', 'w/hot', 'water', 'heater', 'partically', 'remove', 'existing', 'basement', 'concrete', 'floor', 'install', 'driain', 'file', 'sump', 'pump', 'repoint', 'concrete', 'floor', 'sq', 'ft']",6000.0,339600.0,2005
490058,15 N ROSE ST,39.292611,-76.581188,1726087,04/15/2005,reoncstruct plumbing from existing water  sewage to 1 full bathroom  1 powder room  with ground work  grinder pump  also kitchen  disposal  dishwasher & laundry.  gas to 75 000 btu furance  36 000 btu stove. sump pump & drain tile.,"['reoncstruct', 'plumbing', 'existing', 'water', 'sewage', 'full', 'bathroom', 'powder', 'room', 'ground', 'grinder', 'pump', 'also', 'kitchen', 'disposal', 'dishwasher', 'laundry', 'gas', 'btu', 'furance', 'btu', 'stove', 'sump', 'pump', 'drain', 'tile']",4900.0,200467.0,2005
501305,817 S MILTON AVE,39.282358,-76.58122,1865031,08/11/2005,install (8) new plumbing fixture and one sewage ejector pit in basement.,"['install', 'plumbing', 'fixture', 'one', 'sewage', 'ejector', 'pit', 'basement']",5000.0,273800.0,2005
488735,1109 S HIGHLAND AVE,39.2799,-76.568589,6479035,03/21/2005,replace existing fixture and plumbing sanitary and dosmetic water where needed in house  install 1 sewage injector in basement.,"['replace', 'existing', 'fixture', 'plumbing', 'sanitary', 'dosmetic', 'water', 'needed', 'house', 'install', 'sewage', 'injector', 'basement']",2200.0,294567.0,2005
486446,109 N CURLEY ST,39.293605,-76.575583,1713091,03/03/2005,2-full baths  sewage eject pump. reconstruct waste & water  laundry hook up  kitchen sink  garagr disposal & dishwasher  run  gas to range w/ h and furnace,"['2-full', 'baths', 'sewage', 'eject', 'pump', 'reconstruct', 'waste', 'water', 'laundry', 'hook', 'kitchen', 'sink', 'garagr', 'disposal', 'dishwasher', 'run', 'gas', 'range', 'w/', 'h', 'furnace']",4700.0,179967.0,2005
486072,6025 WOODCREST AVE,39.363922,-76.683515,4400029A,02/28/2005,install new sewage pipe from building to public sewer.,"['install', 'sewage', 'pipe', 'building', 'public', 'sewer']",500.0,429633.0,2005
485607,1504 N CAROLINE ST,39.307536,-76.598182,1125016,03/14/2005,repair fire damage rear of house. replace existing frame expansion  same size and location. replace windows. no structural changes.reconstruct (5) sinks  (2) toilets sewage and water piping to above. reconnect (2) gas furnaces.,"['repair', 'fire', 'damage', 'rear', 'house', 'replace', 'existing', 'frame', 'expansion', 'size', 'location', 'replace', 'windows', 'structural', 'changes.reconstruct', 'sinks', 'toilets', 'sewage', 'water', 'piping', 'reconnect', 'gas', 'furnaces']",8000.0,66667.0,2005
485403,2807 TANEY ROAD,39.364375,-76.683698,4400011,02/18/2005,install new sewage pipe from building to public sewer.,"['install', 'sewage', 'pipe', 'building', 'public', 'sewer']",500.0,389200.0,2005
484325,124 S WASHINGTON ST,39.289988,-76.589046,1746023,02/07/2005,reconstruct three bathrooms  install two showers  two tubs  one kitchen  four toilets  two gas furnaces  one gas range electric water heater and sewage ejector pump.,"['reconstruct', 'three', 'bathrooms', 'install', 'two', 'showers', 'two', 'tubs', 'one', 'kitchen', 'four', 'toilets', 'two', 'gas', 'furnaces', 'one', 'gas', 'range', 'electric', 'water', 'heater', 'sewage', 'ejector', 'pump']",8000.0,418600.0,2005
484185,103 S CURLEY ST,39.290971,-76.575394,1750060,02/07/2005,sewage ejector pit  1 powder room w/c vanity  bathroom tub  vanity w/c  bathroom shower  vanity w/c  kitchen sink dw/ disposer  1 hose bib new  water and easter 3/4 gas line to furnace  1 electic hwh,"['sewage', 'ejector', 'pit', 'powder', 'room', 'w/c', 'vanity', 'bathroom', 'tub', 'vanity', 'w/c', 'bathroom', 'shower', 'vanity', 'w/c', 'kitchen', 'sink', 'dw/', 'disposer', 'hose', 'bib', 'water', 'easter', '3/4', 'gas', 'line', 'furnace', 'electic', 'hwh']",5800.0,226700.0,2005
482774,3107 GLENMORE AVE,39.355545,-76.553822,5680004,02/02/2005,reconstruct seven and water and gas  inside of house and install sewage ejector in basement.,"['reconstruct', 'seven', 'water', 'gas', 'inside', 'house', 'install', 'sewage', 'ejector', 'basement']",7500.0,244933.0,2005
500923,3408 E LOMBARD ST,39.291327,-76.56867,6277012,08/03/2005,install sewage injection vault  rough in and install a total of 12 plumb fixtures  and run gas piping for furnace and stove. reconstruct waste and water lines  and  elect hwh,"['install', 'sewage', 'injection', 'vault', 'rough', 'install', 'total', 'plumb', 'fixtures', 'run', 'gas', 'piping', 'furnace', 'stove', 'reconstruct', 'waste', 'water', 'lines', 'elect', 'hwh']",4000.0,162233.0,2005
513919,322 S ANN ST,39.287069,-76.591482,1762012,12/08/2005,install sewage ejector pump  replace toilet  sink  shower  utility sink in basement. replace existing 40 gallon gas hot water heater.,"['install', 'sewage', 'ejector', 'pump', 'replace', 'toilet', 'sink', 'shower', 'utility', 'sink', 'basement', 'replace', 'existing', 'gallon', 'gas', 'hot', 'water', 'heater']",3000.0,283000.0,2005
501646,1109 WILLIAM ST,39.276852,-76.610646,0952037,08/15/2005,run new sewage and vents. run new water lines to supply  one water heater  (5) toilets  (6) basins  (1) kitchen sink and dishwasher  (3) jacuzzi  (3) showers stalls  (1) ice maker box and (2) hose bibbs and (1) washer box and pan.,"['run', 'sewage', 'vents', 'run', 'water', 'lines', 'supply', 'one', 'water', 'heater', 'toilets', 'basins', 'kitchen', 'sink', 'dishwasher', 'jacuzzi', 'showers', 'stalls', 'ice', 'maker', 'box', 'hose', 'bibbs', 'washer', 'box', 'pan']",14000.0,547800.0,2005
509879,2221 E MADISON ST,39.299766,-76.586091,1622022,10/25/2005,install kitchen sink and lavator  and pressure reducing valve on main water line. reconstruct sewage and water piping. as per code.,"['install', 'kitchen', 'sink', 'lavator', 'pressure', 'reducing', 'valve', 'main', 'water', 'line', 'reconstruct', 'sewage', 'water', 'piping']",1500.0,25000.0,2005
501856,4804 ANNTANA AVE,39.33298,-76.540922,6042K091,08/05/2005,rough in and install the following fixtures:one tub  one shower  three toilets  three wash basins  one kitchen sink  one sewage ejector in basement and one electric water heater.,"['rough', 'install', 'following', 'fixtures', 'one', 'tub', 'one', 'shower', 'three', 'toilets', 'three', 'wash', 'basins', 'one', 'kitchen', 'sink', 'one', 'sewage', 'ejector', 'basement', 'one', 'electric', 'water', 'heater']",6500.0,181267.0,2005
512971,130 N MONTFORD AVE,39.29403,-76.583385,1707044,11/30/2005,reconstruct plumbing to include (3) toilets  (4) lav faucets  (2) bath tubs  (1) sewage pump  (1) kitchen faucet and (1) laundry. (2) gas fixtures) all work per code.,"['reconstruct', 'plumbing', 'include', 'toilets', 'lav', 'faucets', 'bath', 'tubs', 'sewage', 'pump', 'kitchen', 'faucet', 'laundry', 'gas', 'fixtures']",6000.0,230567.0,2005
512395,3324 FAIT AVE,39.283462,-76.569099,6440001,12/01/2005,reoncstruct water drain lines 5 w.c.  2 bathtubs  6 lavs  3 shower  1 kitchen sink  d.w.  4 garbage disp  elect wtr htr  gas to dryer  stove  2 furnaces  2 hose bibbs  sewage ejector in bsmt.,"['reoncstruct', 'water', 'drain', 'lines', 'w.c.', 'bathtubs', 'lavs', 'shower', 'kitchen', 'sink', 'd.w.', 'garbage', 'disp', 'elect', 'wtr', 'htr', 'gas', 'dryer', 'stove', 'furnaces', 'hose', 'bibbs', 'sewage', 'ejector', 'bsmt']",7000.0,507300.0,2005
511718,41 E HEATH ST,39.270586,-76.612381,1023012,11/08/2005,rough plumbing for new (3) fixture bath in basement on sewage ejector. rough in for (3) fixtures bath on second floor.,"['rough', 'plumbing', 'fixture', 'bath', 'basement', 'sewage', 'ejector', 'rough', 'fixtures', 'bath', 'second', 'floor']",3000.0,244500.0,2005
511417,337 S EAST AVE,39.287671,-76.571607,6295019,11/10/2005,demo existing above ground plumbing.  install new above ground plumbing: sewage injectorpump  hose bib  3 toilets  3 lavs  kitchen sink  garbage disposal  2 showers  1 wash machine box.  run gas line to 20 000 btu gas stove.  as per code.,"['demo', 'existing', 'ground', 'plumbing', 'install', 'ground', 'plumbing', 'sewage', 'injectorpump', 'hose', 'bib', 'toilets', 'lavs', 'kitchen', 'sink', 'garbage', 'disposal', 'showers', 'wash', 'machine', 'box', 'run', 'gas', 'line', 'btu', 'gas', 'stove']",6200.0,194933.0,2005
510892,45 E BARNEY ST,39.269528,-76.612288,1030071,11/08/2005,installing new drain lines and water lines throughout residence. installing (1) kitchen  (1) laundry room  and 4 1/2 bathrooms. installing gas line to three units  stove  furnace and water heater. installing drain tile  sump pump  and sewage ejection pump.,"['installing', 'drain', 'lines', 'water', 'lines', 'throughout', 'residence', 'installing', 'kitchen', 'laundry', 'room', '1/2', 'bathrooms', 'installing', 'gas', 'line', 'three', 'units', 'stove', 'furnace', 'water', 'heater', 'installing', 'drain', 'tile', 'sump', 'pump', 'sewage', 'ejection', 'pump']",9700.0,235000.0,2005
510875,2961 KESWICK ROAD,39.323453,-76.62789,3642029,11/14/2005,rough-in and install i- kit sink. 1- dishwasher 1- washer box  3 toilets  3- vanity  2  tub & shower  run new sewage  water and  venting systemrough-in gas lines for owners  futrnace  1 water heater  1 stove and dryer,"['rough-in', 'install', 'i-', 'kit', 'sink', '1-', 'dishwasher', '1-', 'washer', 'box', 'toilets', '3-', 'vanity', 'tub', 'shower', 'run', 'sewage', 'water', 'venting', 'systemrough-in', 'gas', 'lines', 'owners', 'futrnace', 'water', 'heater', 'stove', 'dryer']",6000.0,220633.0,2005
510132,130 N MILTON AVE,39.29383,-76.58197,1708054,11/03/2005,rough in pvc drains and cpvc water lines for (3) toilets  (3) lav sinks  (3) tubs  kitchen sink  wash machine box  sewage injector vault and electric water heater. connect above fixtures. install gas for stove and furnace.,"['rough', 'pvc', 'drains', 'cpvc', 'water', 'lines', 'toilets', 'lav', 'sinks', 'tubs', 'kitchen', 'sink', 'wash', 'machine', 'box', 'sewage', 'injector', 'vault', 'electric', 'water', 'heater', 'connect', 'fixtures', 'install', 'gas', 'stove', 'furnace']",5000.0,210700.0,2005
511277,811 S EAST AVE,39.282851,-76.571289,6448013,11/09/2005,reconstruct   sanitary & water 4 w.c. 4 bathtubs 6 vanities 2 showers  1 kitchen sind d.w. gar disposal  elec. water heater  gas to dryer  stove 2 furnaces 1 hose bibb sewage ejector in basement,"['reconstruct', 'sanitary', 'water', 'w.c.', 'bathtubs', 'vanities', 'showers', 'kitchen', 'sind', 'd.w.', 'gar', 'disposal', 'elec', 'water', 'heater', 'gas', 'dryer', 'stove', 'furnaces', 'hose', 'bibb', 'sewage', 'ejector', 'basement']",4500.0,239167.0,2005
507948,1828 BELT ST,39.269163,-76.605626,1945034,10/18/2005,reconstruct water & waste throughout residence.  installing (1) kitchen  (1) laundry room  3.5 baths.  per code.  installing gas line to (3) units: stove  furnace  water heater.  installing sewage injector pump  drain tile  sump pump.,"['reconstruct', 'water', 'waste', 'throughout', 'residence', 'installing', 'kitchen', 'laundry', 'room', '3.5', 'baths', 'installing', 'gas', 'line', 'units', 'stove', 'furnace', 'water', 'heater', 'installing', 'sewage', 'injector', 'pump', 'drain', 'tile', 'sump', 'pump']",8000.0,277600.0,2005
506342,7300 WALLIS AVE,39.370925,-76.707736,4200013,09/14/2005,install plubing for 2 1/2 baths   kithchen and laundry room. install electric water heater. basement sewage ejector,"['install', 'plubing', '1/2', 'baths', 'kithchen', 'laundry', 'room', 'install', 'electric', 'water', 'heater', 'basement', 'sewage', 'ejector']",10000.0,540100.0,2005
505532,1822 EASTERN AVE,39.285694,-76.590535,1772038,11/15/2005,construct a 12 inch wide by 24 inch deep inside perimeter conc. slab to support new floors and walls per plans. slab will not extend below existing footers. return all sewage and drain lines for kitchen and bathroom. install 3/4 of inch plywood in floors  frame out all walls with 2x4x8. install al recepticles  switches and gfi receptacles in kitchen and bathroom. install kitchen cabinets and ceramic tiles on floor. removed deck from drawings. separate permit will be required for electrical  mechanical and plumbing work.,"['construct', 'inch', 'wide', 'inch', 'deep', 'inside', 'perimeter', 'conc', 'slab', 'support', 'floors', 'walls', 'plans', 'slab', 'extend', 'existing', 'footers', 'return', 'sewage', 'drain', 'lines', 'kitchen', 'bathroom', 'install', '3/4', 'inch', 'plywood', 'floors', 'frame', 'walls', '2x4x8', 'install', 'al', 'recepticles', 'switches', 'gfi', 'receptacles', 'kitchen', 'bathroom', 'install', 'kitchen', 'cabinets', 'ceramic', 'tiles', 'floor', 'removed', 'deck', 'drawings', 'separate', 'required', 'electrical', 'mechanical', 'plumbing']",45000.0,159100.0,2005
505106,1619 S HANOVER ST,39.2711,-76.615165,1013017,09/13/2005,rough in (12) plumbing fixtures reconstruct interior water service & sewage pipe,"['rough', 'plumbing', 'fixtures', 'reconstruct', 'interior', 'water', 'service', 'sewage', 'pipe']",6500.0,292500.0,2005
504638,1174 CLEVELAND ST,39.280755,-76.632001,0791118,09/12/2005,frame walls w/ 2x4 wood. install insulation and fire rated drywall. install 10 new plumbing fixtures  water supply and sewage.  install new stove  hot water. install new hardwood flooring.,"['frame', 'walls', 'w/', '2x4', 'wood', 'install', 'insulation', 'fire', 'rated', 'drywall', 'install', 'plumbing', 'fixtures', 'water', 'supply', 'sewage', 'install', 'stove', 'hot', 'water', 'install', 'hardwood', 'flooring']",32000.0,112600.0,2005
504360,804 E FORT AVE,39.271991,-76.602324,2013019,08/25/2005,install sewage ejector pump; install (5) plumbing fixtures. install electric water heater  install drain tile and sump pump. install 100 00 btu furnace and 2 1/2 ton a/c with ductwork to each room. backflow preventer water and drain lines.,"['install', 'sewage', 'ejector', 'pump', 'install', 'plumbing', 'fixtures', 'install', 'electric', 'water', 'heater', 'install', 'drain', 'tile', 'sump', 'pump', 'install', 'btu', 'furnace', '1/2', 'ton', 'a/c', 'ductwork', 'room', 'backflow', 'preventer', 'water', 'drain', 'lines']",13000.0,234800.0,2005
508446,2804 CHRISTOPHER AVE,39.359837,-76.560806,5418A035,10/04/2005,rough in for and connect a kitchen sink  disposer  dishwasher  gas range  (3) toilets  (1) bath tub  (1) shower  (3) lavatories  (1) sewage ejector  gas only for a furnace  gas water heater  new water service  as per code.,"['rough', 'connect', 'kitchen', 'sink', 'disposer', 'dishwasher', 'gas', 'range', 'toilets', 'bath', 'tub', 'shower', 'lavatories', 'sewage', 'ejector', 'gas', 'furnace', 'gas', 'water', 'heater', 'water', 'service']",8000.0,126700.0,2005
504270,1824 BELT ST,39.269232,-76.60563,1945036,09/13/2005,installing water and drain lines throughout residence. installing one ktichen  one laundry room  three bathrooms. installing drain tile  sump pump  sewage ejection pump. installing gas line to stove and furnace; and electric water heater.,"['installing', 'water', 'drain', 'lines', 'throughout', 'residence', 'installing', 'one', 'ktichen', 'one', 'laundry', 'room', 'three', 'bathrooms', 'installing', 'drain', 'tile', 'sump', 'pump', 'sewage', 'ejection', 'pump', 'installing', 'gas', 'line', 'stove', 'furnace', 'electric', 'water', 'heater']",8000.0,363100.0,2005
467554,127 ROCHESTER PL,39.290563,-76.573934,1751074,06/24/2004,install 3 pc bath in bsmt on a sewage pit  reconstruct waste and water lines,"['install', 'pc', 'bath', 'bsmt', 'sewage', 'pit', 'reconstruct', 'waste', 'water', 'lines']",3500.0,177400.0,2004
465441,2925 HUDSON ST,39.282236,-76.574915,1879029,06/03/2004,tp replace part of all of sewage (outside) of house to code & proper clean outs,"['tp', 'replace', 'part', 'sewage', 'outside', 'house', 'proper', 'clean', 'outs']",2000.0,359600.0,2004
463095,814 S LAKEWOOD AVE,39.282515,-76.578415,1866999,05/13/2004,install subsoil drains  sump pump also pit   and sewage injector pump,"['install', 'subsoil', 'drains', 'sump', 'pump', 'also', 'pit', 'sewage', 'injector', 'pump']",700.0,,2004
463102,816 S LAKEWOOD AVE,39.282462,-76.578412,1866999,05/13/2004,install subsoil drains  sump pump also pit   and sewage injector pump,"['install', 'subsoil', 'drains', 'sump', 'pump', 'also', 'pit', 'sewage', 'injector', 'pump']",700.0,,2004
463483,1101 S CLINTON ST,39.28029,-76.56956,6478001,05/25/2004,install 1 sewage ejector pump  install 1 sump pit,"['install', 'sewage', 'ejector', 'pump', 'install', 'sump', 'pit']",1800.0,478367.0,2004
467105,1723 CLARKSON ST,39.269954,-76.615958,1020046,07/07/2004,installation of 4 full bathroom groups  1 half bathroom  and 1 kitlchen sink/dishwasher  reconstruct water & waste  1 elect water heater  and sewage ejector pump/air in basement.,"['installation', 'full', 'bathroom', 'groups', 'half', 'bathroom', 'kitlchen', 'sink/dishwasher', 'reconstruct', 'water', 'waste', 'elect', 'water', 'heater', 'sewage', 'ejector', 'pump/air', 'basement']",7500.0,363700.0,2004
465869,1118 N CALVERT ST,39.303124,-76.613257,0497018,06/15/2004,install new lines thru out house  new sewage lines thru out house  new kitchen cabinets  sink  gas stove  new full bath on 3rd flr  2-1/2 bath on 1st & 2nd flr.  hang 100 sheetrock board in various rooms on ceiling  install gas hot water heater.,"['install', 'lines', 'thru', 'house', 'sewage', 'lines', 'thru', 'house', 'kitchen', 'cabinets', 'sink', 'gas', 'stove', 'full', 'bath', '3rd', 'flr', '2-1/2', 'bath', '1st', '2nd', 'flr', 'hang', 'sheetrock', 'board', 'various', 'rooms', 'ceiling', 'install', 'gas', 'hot', 'water', 'heater']",25000.0,381767.0,2004
466282,3200 GARRISON BLVD,39.324483,-76.681769,2741A001,06/23/2004,install sewage ejection pit 40' underground 4'' pvc piping to connect to 1 grease trap  3 floor sinks and  ond  hand sink  all fixtures  are existing floor sink need to be installed per baltimore city heath officials plumbing  only,"['install', 'sewage', 'ejection', 'pit', 'underground', ""''"", 'pvc', 'piping', 'connect', 'grease', 'trap', 'floor', 'sinks', 'ond', 'hand', 'sink', 'fixtures', 'existing', 'floor', 'sink', 'need', 'installed', 'baltimore', 'city', 'heath', 'officials', 'plumbing']",14000.0,2587900.0,2004
466449,3308 THE ALAMEDA,40.932681,-73.961887,3989023,06/24/2004,water damage repairs. gut basement to foundation walls as a result of sewage back up  reframe  drywall  trim  doors  flooring in basement. elect and plumb. by others,"['water', 'damage', 'repairs', 'gut', 'basement', 'foundation', 'walls', 'result', 'sewage', 'back', 'reframe', 'drywall', 'trim', 'doors', 'flooring', 'basement', 'elect', 'plumb', 'others']",9855.0,197000.0,2004
462952,812 S LAKEWOOD AVE,39.28256,-76.578417,1866999,05/13/2004,install subsoil drains  sump pump also pit   and sewage injector pump,"['install', 'subsoil', 'drains', 'sump', 'pump', 'also', 'pit', 'sewage', 'injector', 'pump']",700.0,,2004
463017,808 S LAKEWOOD AVE,39.282565,-76.578418,1866024,05/13/2004,install subsoil drains  sump pump also pit   and sewage injector pump,"['install', 'subsoil', 'drains', 'sump', 'pump', 'also', 'pit', 'sewage', 'injector', 'pump']",700.0,511400.0,2004
106779,206 N KENWOOD AVE,39.295108,-76.577788,1693047,08/30/2004,install new interior domestic water line and sanitary piping and fixtures where needed. install sewage ejector in basement and 1 toilet and 1 lav.,"['install', 'interior', 'domestic', 'water', 'line', 'sanitary', 'piping', 'fixtures', 'needed', 'install', 'sewage', 'ejector', 'basement', 'toilet', 'lav']",3000.0,193200.0,2004
462900,1606 WEBSTER ST,39.271603,-76.604311,1942044,05/11/2004,plumb and install new bathroom and sewage ejector in basement including w/closet  lavatory and shower.,"['plumb', 'install', 'bathroom', 'sewage', 'ejector', 'basement', 'including', 'w/closet', 'lavatory', 'shower']",1000.0,274500.0,2004
462036,810 S LAKEWOOD AVE,39.282604,-76.57842,1866999,05/13/2004,install subsoil drains  sump pump also pit   and sewage injector pump,"['install', 'subsoil', 'drains', 'sump', 'pump', 'also', 'pit', 'sewage', 'injector', 'pump']",700.0,,2004
462021,232 S ROBINSON ST,39.289432,-76.572462,1761063,05/04/2004,reconstruct plumbing system for one 3- piece basement bathroom  laundry connection  kitchen sink w/garbage disposal  dishwasher  ice maker one 4 pc 2nd fl. bathroom  gas furnace  water heater  drywer and stove  one outside hose bib  sewage ejector on basement fixtures.,"['reconstruct', 'plumbing', 'system', 'one', '3-', 'piece', 'basement', 'bathroom', 'laundry', 'connection', 'kitchen', 'sink', 'w/garbage', 'disposal', 'dishwasher', 'ice', 'maker', 'one', 'pc', '2nd', 'fl', 'bathroom', 'gas', 'furnace', 'water', 'heater', 'drywer', 'stove', 'one', 'outside', 'hose', 'bib', 'sewage', 'ejector', 'basement', 'fixtures']",5300.0,241800.0,2004
461999,1713 SAINT PAUL ST,39.309182,-76.614821,0409035,04/13/2004,install water line and sewage line for 3 full bath and 1 bath plus kitchen  5 sinks  4 toilets  2 tubs  2 shower  hot water heater.,"['install', 'water', 'line', 'sewage', 'line', 'full', 'bath', 'bath', 'plus', 'kitchen', 'sinks', 'toilets', 'tubs', 'shower', 'hot', 'water', 'heater']",3000.0,232300.0,2004
460052,2620 E FAIRMOUNT AVE,39.29322,-76.579528,1710069,04/12/2004,install new water  &  drain  linesinstall 11 new plumbing fixtureinstall 4 gas fixturesinstall sewage pump and pit,"['install', 'water', 'drain', 'linesinstall', 'plumbing', 'fixtureinstall', 'gas', 'fixturesinstall', 'sewage', 'pump', 'pit']",5000.0,220933.0,2004
455125,1116 RIVERSIDE AVE,39.27689,-76.608958,1918034,01/20/2004,install new plumbing system for 13 fixtures  sewage ejector pump in basement  elect water heater  gas system for 1-furnace  1-dryer  1-range  1-fireplace  new 75 000 btu 90+ gas furance  3-ton a/c   supply & return duct  bath & dryer venting. reconstruct water  wste,"['install', 'plumbing', 'system', 'fixtures', 'sewage', 'ejector', 'pump', 'basement', 'elect', 'water', 'heater', 'gas', 'system', '1-furnace', '1-dryer', '1-range', '1-fireplace', 'btu', '90+', 'gas', 'furance', '3-ton', 'a/c', 'supply', 'return', 'duct', 'bath', 'dryer', 'venting', 'reconstruct', 'water', 'wste']",13000.0,357600.0,2004
